location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
Lithuania,2021-03-30,215216,851,716.286,3566,6,9.286,79056.941,312.604,263.119,1309.926,2.204,3.411,1.16,13923,2376772,873.078,5.114,10304,3.785,tests performed,499996,339304,160692,12878,10727,18.37,12.46,5.9,3940,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-31,216119,903,729.714,3574,8,9.143,79388.647,331.706,268.052,1312.865,2.939,3.359,1.16,14382,2391154,878.361,5.283,11039,4.055,tests performed,520711,352695,168016,20715,11170,19.13,12.96,6.17,4103,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-01,217005,886,743,3583,9,8.857,79714.108,325.461,272.932,1316.171,3.306,3.254,1.16,14875,2406029,883.825,5.464,11668,4.286,tests performed,538998,368286,170712,18287,11360,19.8,13.53,6.27,4173,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-02,217865,860,741.286,3594,11,9.286,80030.019,315.91,272.302,1320.212,4.041,3.411,1.16,15415,2421444,889.488,5.663,11943,4.387,tests performed,558787,381171,177616,19789,11838,20.53,14,6.52,4349,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-03,218878,1013,775.857,3602,8,9,80402.132,372.113,285.002,1323.15,2.939,3.306,1.16,8247,2429691,892.517,3.029,12042,4.423,tests performed,567457,389233,178224,8670,12626,20.84,14.3,6.55,4638,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-05,220212,605,835.286,3615,5,7.857,80892.16,222.239,306.832,1327.926,1.837,2.886,1.16,5802,2440226,896.387,2.131,11054,4.061,tests performed,573582,395310,178272,3716,12352,21.07,14.52,6.55,4537,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-06,220900,688,812,3623,8,8.143,81144.889,252.728,298.278,1330.864,2.939,2.991,1.15,16034,2456260,902.277,5.89,11355,4.171,tests performed,588273,407030,181243,14691,12611,21.61,14.95,6.66,4632,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-07,222020,1120,843,3635,12,8.714,81556.307,411.418,309.666,1335.272,4.408,3.201,1.16,18090,2474350,908.922,6.645,11885,4.366,tests performed,601019,418703,182316,12746,11473,22.08,15.38,6.7,4214,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-08,223127,1107,874.571,3647,12,9.143,81962.95,406.643,321.263,1339.68,4.408,3.359,1.16,16965,2491315,915.154,6.232,12184,4.476,tests performed,627951,440580,187371,26932,12708,23.07,16.18,6.88,4668,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-09,224309,1182,920.571,3660,13,9.429,82397.143,434.193,338.161,1344.456,4.775,3.463,1.16,19123,2510438,922.178,7.025,12713,4.67,tests performed,661420,470468,190952,33469,14662,24.3,17.28,7.01,5386,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-10,225308,999,918.571,3671,11,9.857,82764.113,366.97,337.426,1348.497,4.041,3.621,1.15,11203,2521641,926.294,4.115,13136,4.825,tests performed,677038,485906,191132,15618,15654,24.87,17.85,7.02,5750,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-11,226173,865,938,3687,16,11,83081.86,317.747,344.563,1354.374,5.877,4.041,1.15,8782,2530423,929.52,3.226,13714,5.038,tests performed,678758,487584,191174,1720,15556,24.93,17.91,7.02,5714,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-12,226783,610,938.714,3697,10,11.714,83305.936,224.076,344.825,1358.047,3.673,4.303,1.15,19030,2549453,936.51,6.99,15604,5.732,tests performed,687506,495852,191654,8748,16275,25.25,18.21,7.04,5978,61.11,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-13,227889,1106,998.429,3713,16,12.857,83712.212,406.275,366.76,1363.925,5.877,4.723,1.14,20698,2570151,944.113,7.603,16270,5.977,tests performed,706331,511745,194586,18825,16865,25.95,18.8,7.15,6195,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-14,229260,1371,1034.286,3718,5,11.857,84215.831,503.62,379.932,1365.761,1.837,4.356,1.14,18747,2588898,951,6.886,16364,6.011,tests performed,733114,531923,201191,26783,18871,26.93,19.54,7.39,6932,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-15,230462,1202,1047.857,3730,12,11.857,84657.371,441.54,384.917,1370.169,4.408,4.356,1.13,19680,2608578,958.229,7.229,16752,6.154,tests performed,756290,549969,206321,23176,18334,27.78,20.2,7.58,6735,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-16,231601,1139,1041.714,3739,9,11.286,85075.769,418.398,382.661,1373.476,3.306,4.146,1.11,21001,2629579,965.943,7.714,17020,6.252,tests performed,776701,565574,211127,20411,16469,28.53,20.78,7.76,6050,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-17,232829,1228,1074.429,3751,12,11.429,85526.86,451.091,394.678,1377.884,4.408,4.198,1.1,14241,2643820,971.175,5.231,17454,6.412,tests performed,779208,567884,211324,2507,14596,28.62,20.86,7.76,5362,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-18,233631,802,1065.429,3760,9,10.429,85821.464,294.605,391.372,1381.19,3.306,3.831,1.1,8413,2652233,974.265,3.09,17401,6.392,tests performed,779292,567967,211325,84,14362,28.63,20.86,7.76,5276,55.56,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-19,234232,601,1064.143,3770,10,10.429,86042.234,220.77,390.9,1384.863,3.673,3.831,1.09,20529,2672762,981.806,7.541,17616,6.471,tests performed,785136,572829,212307,5844,13947,28.84,21.04,7.8,5123,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-20,235383,1151,1070.571,3785,15,10.286,86465.04,422.806,393.261,1390.373,5.51,3.778,1.09,21449,2694211,989.685,7.879,17723,6.51,tests performed,800396,583540,216856,15260,13438,29.4,21.44,7.97,4936,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-21,236533,1150,1039,3802,17,12,86887.478,422.438,381.664,1396.618,6.245,4.408,1.08,21133,2715344,997.448,7.763,18064,6.636,tests performed,827060,597418,229642,26664,13421,30.38,21.95,8.44,4930,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-22,237950,1417,1069.714,3818,16,12.571,87407.996,520.517,392.946,1402.495,5.877,4.618,1.08,20532,2735876,1004.99,7.542,18185,6.68,tests performed,853187,613148,240039,26127,13842,31.34,22.52,8.82,5085,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-23,239263,1313,1094.571,3833,15,13.429,87890.31,482.314,402.077,1408.005,5.51,4.933,1.08,21347,2757223,1012.832,7.842,18235,6.698,tests performed,877832,629789,248043,24645,14447,32.25,23.13,9.11,5307,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-24,240522,1259,1099,3841,8,12.857,88352.788,462.478,403.704,1410.944,2.939,4.723,1.07,13603,2770826,1017.829,4.997,18144,6.665,tests performed,882373,633746,248627,4541,14738,32.41,23.28,9.13,5414,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-25,241297,775,1095.143,3848,7,12.571,88637.475,284.687,402.287,1413.515,2.571,4.618,1.06,8466,2779292,1020.939,3.11,18151,6.668,tests performed,882640,634009,248631,267,14764,32.42,23.29,9.13,5423,42.59,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-26,241872,575,1091.429,3857,9,12.429,88848.694,211.219,400.923,1416.821,3.306,4.565,1.06,20708,2800000,1028.545,7.607,18177,6.677,tests performed,888815,638930,249885,6175,14811,32.65,23.47,9.18,5441,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-27,242926,1054,1077.571,3877,20,13.143,89235.868,387.174,395.833,1424.168,7.347,4.828,1.07,21572,2821572,1036.47,7.924,18194,6.683,tests performed,901901,650785,251116,13086,14501,33.13,23.91,9.22,5327,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-28,244555,1629,1146,3900,23,14,89834.261,598.393,420.969,1432.617,8.449,5.143,1.07,21447,2843019,1044.348,7.878,18239,6.7,tests performed,917281,664649,252632,15380,12889,33.7,24.42,9.28,4735,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-29,245896,1341,1135.143,3916,16,14,90326.861,492.6,416.981,1438.494,5.877,5.143,1.06,25515,2868534,1053.721,9.373,18951,6.961,tests performed,949973,677611,272362,32692,13827,34.9,24.89,10,5079,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-04-30,247269,1373,1143.714,3923,7,12.857,90831.215,504.355,420.129,1441.066,2.571,4.723,1.06,23955,2892489,1062.52,8.8,19324,7.098,tests performed,987664,688954,298710,37691,15690,36.28,25.31,10.97,5764,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-01,248655,1386,1161.857,3937,14,13.714,91340.345,509.13,426.794,1446.208,5.143,5.038,1.05,17219,2909708,1068.845,6.325,19840,7.288,tests performed,1003448,695677,307771,15784,17296,36.86,25.55,11.31,6353,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-02,249680,1025,1197.571,3950,13,14.571,91716.866,376.521,439.913,1450.984,4.775,5.353,1.04,9937,2919645,1072.496,3.65,20050,7.365,tests performed,1004194,695705,308489,746,17365,36.89,25.56,11.33,6379,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-03,250337,657,1209.286,3956,6,14.143,91958.207,241.341,444.216,1453.188,2.204,5.195,1.03,21066,2940711,1080.234,7.738,20102,7.384,tests performed,1017588,705125,312463,13394,18396,37.38,25.9,11.48,6758,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-04,251450,1113,1217.714,3976,20,14.143,92367.054,408.847,447.312,1460.535,7.347,5.195,1.02,27398,2968109,1090.298,10.064,20934,7.69,tests performed,1045883,716279,329604,28295,20569,38.42,26.31,12.11,7556,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-05,252699,1249,1163.429,3993,17,13.286,92825.859,458.805,427.371,1466.779,6.245,4.88,1.01,26131,2994240,1099.897,9.599,21603,7.936,tests performed,1080611,728913,351698,34728,23333,39.69,26.78,12.92,8571,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-06,254091,1392,1170.714,4000,7,12,93337.193,511.334,430.047,1469.351,2.571,4.408,1.01,27865,3022105,1110.133,10.236,21939,8.059,tests performed,1116178,743986,372192,35567,23744,41,27.33,13.67,8722,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-07,255384,1293,1159.286,4019,19,13.714,93812.16,474.968,425.849,1476.33,6.979,5.038,1,26258,3048363,1119.779,9.646,22268,8.18,tests performed,1150029,763131,386898,33851,23195,42.24,28.03,14.21,8520,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-08,256906,1522,1178.714,4024,5,12.429,94371.248,559.088,432.986,1478.167,1.837,4.565,0.99,13451,3061814,1124.72,4.941,21729,7.982,tests performed,1165840,777247,388593,15811,23199,42.83,28.55,14.27,8522,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-09,257827,921,1163.857,4034,10,12,94709.566,338.318,427.529,1481.84,3.673,4.408,0.98,7110,3068924,1127.331,2.612,21326,7.834,tests performed,1172976,784329,388647,7136,24112,43.09,28.81,14.28,8857,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-10,258623,796,1183.714,4045,11,12.714,95001.967,292.401,434.823,1485.881,4.041,4.67,0.97,23563,3092487,1135.987,8.656,21682,7.965,tests performed,1193626,799967,393659,20650,25148,43.85,29.39,14.46,9238,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-11,259862,1239,1201.714,4053,8,11,95457.098,455.131,441.435,1488.82,2.939,4.041,0.95,26072,3118559,1145.564,9.577,21493,7.895,tests performed,1220115,815763,404352,26489,24890,44.82,29.97,14.85,9143,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-12,261128,1266,1204.143,4059,6,9.429,95922.148,465.049,442.327,1491.024,2.204,3.463,0.93,23378,3141937,1154.152,8.588,21100,7.751,tests performed,1251810,834294,417516,31695,24457,45.98,30.65,15.34,8984,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-13,262335,1207,1177.714,4071,12,10.143,96365.524,443.377,432.619,1495.432,4.408,3.726,0.91,26898,3168835,1164.032,9.881,20961,7.7,tests performed,1282013,850876,431137,30203,23691,47.09,31.26,15.84,8703,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-14,263475,1140,1155.857,4084,13,9.286,96784.289,418.765,424.59,1500.207,4.775,3.411,0.9,21108,3189943,1171.786,7.754,20226,7.43,tests performed,1313580,867447,446133,31567,23364,48.25,31.86,16.39,8582,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-15,264724,1249,1116.857,4088,4,9.143,97243.094,458.805,410.264,1501.676,1.469,3.359,0.88,12377,3202320,1176.333,4.547,20072,7.373,tests performed,1319718,870550,449168,6138,21983,48.48,31.98,16.5,8075,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-16,265536,812,1101.286,4103,15,9.857,97541.372,298.278,404.544,1507.186,5.51,3.621,0.86,5998,3208318,1178.536,2.203,19913,7.315,tests performed,1320219,870845,449374,501,21035,48.5,31.99,16.51,7727,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-17,266063,527,1062.857,4112,9,9.571,97734.959,193.587,390.427,1510.492,3.306,3.516,0.83,19772,3228090,1185.799,7.263,19372,7.116,tests performed,1336011,881658,454353,15792,20341,49.08,32.39,16.69,7472,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-18,266795,732,990.429,4126,14,10.429,98003.85,268.891,363.822,1515.635,5.143,3.831,0.81,27051,3255141,1195.736,9.937,19512,7.167,tests performed,1360618,892383,468235,24607,20072,49.98,32.78,17.2,7373,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-19,267769,974,948.714,4136,10,11,98361.637,357.787,348.498,1519.309,3.673,4.041,0.8,25879,3281020,1205.242,9.506,19869,7.299,tests performed,1393856,908765,485091,33238,20292,51.2,33.38,17.82,7454,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-20,268684,915,907,4155,19,12,98697.751,336.114,333.175,1526.288,6.979,4.408,0.78,24495,3305515,1214.24,8.998,19526,7.173,tests performed,1426554,924521,502033,32698,20649,52.4,33.96,18.44,7585,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-21,269363,679,841.143,4161,6,11,98947.174,249.422,308.983,1528.492,2.204,4.041,0.76,22782,3328297,1222.609,8.369,19765,7.26,tests performed,1452464,935119,517345,25910,19841,53.35,34.35,19,7288,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-22,270376,1013,807.429,4173,12,12.143,99319.287,372.113,296.599,1532.9,4.408,4.461,0.75,10356,3338653,1226.413,3.804,19476,7.154,tests performed,1461554,937534,524020,9090,20262,53.69,34.44,19.25,7443,41.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-23,270849,473,759,4185,12,11.714,99493.037,173.751,278.809,1537.308,4.408,4.303,0.73,5190,3343843,1228.319,1.906,19361,7.112,tests performed,1463384,939017,524367,1830,20452,53.76,34.49,19.26,7513,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-24,271130,281,723.857,4195,10,11.857,99596.259,103.222,265.9,1540.981,3.673,4.356,0.72,21255,3365098,1236.127,7.808,19573,7.19,tests performed,1477943,944455,533488,14559,20276,54.29,34.69,19.6,7448,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-25,271682,552,698.143,4209,14,11.857,99799.03,202.77,256.454,1546.124,5.143,4.356,0.7,25723,3390821,1245.576,9.449,19383,7.12,tests performed,1503711,959396,544315,25768,20442,55.24,35.24,19.99,7509,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-26,272231,549,637.429,4220,11,12,100000.698,201.668,234.152,1550.165,4.041,4.408,0.69,26815,3417636,1255.426,9.85,19517,7.169,tests performed,1533008,975737,557271,29297,19879,56.31,35.84,20.47,7302,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-27,272826,595,591.714,4229,9,10.571,100219.264,218.566,217.359,1553.471,3.306,3.883,0.68,23058,3440694,1263.896,8.47,19311,7.094,tests performed,1563438,990953,572485,30430,19555,57.43,36.4,21.03,7183,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-28,273346,520,569,4235,6,10.571,100410.279,191.016,209.015,1555.675,2.204,3.883,0.67,25564,3466258,1273.287,9.391,19709,7.24,tests performed,1595958,1008023,587935,32520,20499,58.63,37.03,21.6,7530,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-29,273866,520,498.571,4245,10,10.286,100601.295,191.016,183.144,1559.348,3.673,3.778,0.66,9522,3475780,1276.785,3.498,19590,7.196,tests performed,1607504,1013503,594001,11546,20850,59.05,37.23,21.82,7659,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-30,274199,333,478.571,4257,12,10.286,100723.618,122.323,175.797,1563.756,4.408,3.778,0.65,5915,3481695,1278.958,2.173,19693,7.234,tests performed,1608096,1014066,594030,592,20673,59.07,37.25,21.82,7594,38.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-05-31,274383,184,464.714,4266,9,10.143,100791.209,67.59,170.707,1567.062,3.306,3.726,0.65,23098,3504793,1287.442,8.485,19956,7.331,tests performed,1626605,1019260,607345,18509,21237,59.75,37.44,22.31,7801,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-01,274776,393,442,4276,10,9.571,100935.572,144.364,162.363,1570.736,3.673,3.516,0.64,26012,3530805,1296.998,9.555,19998,7.346,tests performed,1659386,1037201,622185,32781,22239,60.96,38.1,22.86,8169,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-02,275198,422,423.857,4283,7,9,101090.589,155.016,155.699,1573.307,2.571,3.306,0.63,25496,3556301,1306.363,9.366,19809,7.277,tests performed,1700047,1056299,643748,40661,23863,62.45,38.8,23.65,8766,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-03,275545,347,388.429,4289,6,8.571,101218.055,127.466,142.684,1575.511,2.204,3.149,0.62,22341,3578642,1314.57,8.207,19707,7.239,tests performed,1737712,1077049,660663,37665,24896,63.83,39.56,24.27,9145,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-04,275915,370,367,4297,8,8.857,101353.97,135.915,134.813,1578.45,2.939,3.254,0.61,22136,3600778,1322.701,8.131,19217,7.059,tests performed,1780296,1096920,683376,42584,26334,65.4,40.29,25.1,9673,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-05,276256,341,341.429,4302,5,8.143,101479.232,125.262,125.42,1580.287,1.837,2.991,0.6,10640,3611418,1326.61,3.908,19377,7.118,tests performed,1798619,1109259,689360,18323,27302,66.07,40.75,25.32,10029,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-06,276453,197,322,4307,5,7.143,101551.598,72.366,118.283,1582.123,1.837,2.624,0.59,5234,3616652,1328.532,1.923,19280,7.082,tests performed,1804241,1114682,689559,5622,28021,66.28,40.95,25.33,10293,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-07,276543,90,308.571,4309,2,6.143,101584.658,33.06,113.35,1582.858,0.735,2.257,0.58,18466,3635118,1335.316,6.783,18618,6.839,tests performed,1827363,1121579,705784,23122,28680,67.13,41.2,25.93,10535,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-08,276759,216,283.286,4317,8,5.857,101664.003,79.345,104.062,1585.797,2.939,2.152,0.57,24750,3659868,1344.407,9.092,18438,6.773,tests performed,1855128,1133581,721547,27765,27963,68.15,41.64,26.51,10272,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-09,277002,243,257.714,4320,3,5.286,101753.266,89.263,94.668,1586.899,1.102,1.942,0.56,21198,3681066,1352.194,7.787,17824,6.547,tests performed,1884718,1145145,739573,29590,26382,69.23,42.07,27.17,9691,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-10,277222,220,239.571,4327,7,5.429,101834.08,80.814,88.004,1589.47,2.571,1.994,0.55,21905,3702971,1360.241,8.047,17761,6.524,tests performed,1911581,1154132,757449,26863,24838,70.22,42.4,27.82,9124,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-11,277379,157,209.143,4330,3,4.714,101891.752,57.672,76.826,1590.572,1.102,1.732,0.54,19949,3722920,1367.569,7.328,17449,6.41,tests performed,1936329,1164965,771364,24748,22290,71.13,42.79,28.34,8188,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-12,277623,244,195.286,4335,5,4.714,101981.383,89.63,71.736,1592.409,1.837,1.732,0.54,8267,3731187,1370.605,3.037,17110,6.285,tests performed,1943215,1169010,774205,6886,20657,71.38,42.94,28.44,7588,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-13,277746,123,184.714,4339,4,4.571,102026.565,45.183,67.853,1593.878,1.469,1.679,0.53,4481,3735668,1372.252,1.646,17002,6.245,tests performed,1950422,1172152,778270,7207,20883,71.65,43.06,28.59,7671,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-14,277812,66,181.286,4342,3,4.714,102050.809,24.244,66.593,1594.98,1.102,1.732,0.52,15686,3751354,1378.014,5.762,16605,6.1,tests performed,1970702,1176251,794451,20280,20477,72.39,43.21,29.18,7522,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-15,277942,130,169,4348,6,4.429,102098.563,47.754,62.08,1597.184,2.204,1.627,0.51,14102,3765456,1383.194,5.18,15084,5.541,tests performed,1996926,1184371,812555,26224,20257,73.35,43.51,29.85,7441,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-16,278072,130,152.857,4352,4,4.571,102146.317,47.754,56.15,1598.653,1.469,1.679,0.49,11969,3777425,1387.59,4.397,13766,5.057,tests performed,2026821,1191301,835520,29895,20300,74.45,43.76,30.69,7457,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-06-17,278177,105,136.429,4357,5,4.286,102184.888,38.57,50.115,1600.49,1.837,1.574,0.48,11798,3789223,1391.924,4.334,12322,4.526,tests performed,2056957,1201124,855833,30136,20768,75.56,44.12,31.44,7629,44.44,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
