location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
Africa,2021-05-17,4695992,7833,7849,126572,261,261,3502.908,5.843,5.855,94.415,0.195,0.195,,,,,,,,no information,24419413,18865074,6033072,466965,394032,1.82,1.41,0.45,294,,1340598113,,,,,,,,,,,,,
Africa,2021-05-18,4706525,10533,8344.143,126889,317,261.429,3510.765,7.857,6.224,94.651,0.236,0.195,,,,,,,,no information,25194315,19493398,6180682,774902,442983,1.88,1.45,0.46,330,,1340598113,,,,,,,,,,,,,
Africa,2021-05-19,4716496,9971,8502.429,127244,355,268.714,3518.203,7.438,6.342,94.916,0.265,0.2,,,,,,,,no information,25763252,19945048,6297969,568937,369937,1.92,1.49,0.47,276,,1340598113,,,,,,,,,,,,,
Africa,2021-05-20,4727889,11393,8781,127614,370,288.143,3526.701,8.498,6.55,95.192,0.276,0.215,,,,,,,,no information,26225248,20319213,6385800,461996,410875,1.96,1.52,0.48,306,,1340598113,,,,,,,,,,,,,
Africa,2021-05-21,4737956,10067,9076.143,127983,369,305,3534.211,7.509,6.77,95.467,0.275,0.228,,,,,,,,no information,26987320,20827693,6639395,762072,491727,2.01,1.55,0.5,367,,1340598113,,,,,,,,,,,,,
Africa,2021-05-22,4747809,9853,9512,128192,209,300.571,3541.56,7.35,7.095,95.623,0.156,0.224,,,,,,,,no information,27828543,21553914,6754397,841223,567032,2.08,1.61,0.5,423,,1340598113,,,,,,,,,,,,,
Africa,2021-05-23,4755948,8139,9684.143,128393,201,297.429,3547.631,6.071,7.224,95.773,0.15,0.222,,,,,,,,no information,28053621,21755131,6778258,225078,585882,2.09,1.62,0.51,437,,1340598113,,,,,,,,,,,,,
Africa,2021-05-24,4765208,9260,9888,128677,284,300.714,3554.539,6.907,7.376,95.985,0.212,0.224,,,,,,,,no information,28560754,22195450,6845072,507133,591620,2.13,1.66,0.51,441,,1340598113,,,,,,,,,,,,,
Africa,2021-05-25,4771033,5825,9215.429,128956,279,295.286,3558.884,4.345,6.874,96.193,0.208,0.22,,,,,,,,no information,29272868,22753525,6999111,712114,582650,2.18,1.7,0.52,435,,1340598113,,,,,,,,,,,,,
Africa,2021-05-26,4785104,14071,9801.143,129259,303,287.857,3569.38,10.496,7.311,96.419,0.226,0.215,,,,,,,,no information,29659370,23014627,7128591,386502,556588,2.21,1.72,0.53,415,,1340598113,,,,,,,,,,,,,
Africa,2021-05-27,4796975,11871,9869.429,129551,292,276.714,3578.235,8.855,7.362,96.637,0.218,0.206,,,,,,,,no information,29882022,23213719,7152151,222652,522396,2.23,1.73,0.53,390,,1340598113,,,,,,,,,,,,,
Africa,2021-05-28,4809315,12340,10194.143,129851,300,266.857,3587.44,9.205,7.604,96.86,0.224,0.199,,,,,,,,no information,30063351,23356904,7190295,181329,439433,2.24,1.74,0.54,328,,1340598113,,,,,,,,,,,,,
Africa,2021-05-29,4821025,11710,10459.429,130104,253,273.143,3596.175,8.735,7.802,97.049,0.189,0.204,,,,,,,,no information,30663033,23901602,7245279,599682,404927,2.29,1.78,0.54,302,,1340598113,,,,,,,,,,,,,
Africa,2021-05-30,4826891,5866,10134.714,130304,200,273,3600.55,4.376,7.56,97.198,0.149,0.204,,,,,,,,no information,30985837,24157043,7312642,322804,418888,2.31,1.8,0.55,312,,1340598113,,,,,,,,,,,,,
Africa,2021-05-31,4840460,13569,10750.286,130636,332,279.857,3610.672,10.122,8.019,97.446,0.248,0.209,,,,,,,,no information,33013499,25045034,8448429,2027662,636106,2.46,1.87,0.63,474,,1340598113,,,,,,,,,,,,,
Africa,2021-06-01,4850462,10002,11347,130956,320,285.714,3618.133,7.461,8.464,97.685,0.239,0.213,,,,,,,,no information,33811846,25605681,8686129,798347,648425,2.52,1.91,0.65,484,,1340598113,,,,,,,,,,,,,
Africa,2021-06-02,4864178,13716,11296.286,131267,311,286.857,3628.364,10.231,8.426,97.917,0.232,0.214,,,,,,,,no information,34313759,25923389,8870334,501913,664913,2.56,1.93,0.66,496,,1340598113,,,,,,,,,,,,,
Africa,2021-06-03,4878800,14622,11689.286,131516,249,280.714,3639.271,10.907,8.719,98.102,0.186,0.209,,,,,,,,no information,34777465,26265395,8991224,463706,699349,2.59,1.96,0.67,522,,1340598113,,,,,,,,,,,,,
Africa,2021-06-04,4894158,15358,12120.429,131794,278,277.571,3650.727,11.456,9.041,98.31,0.207,0.207,,,,,,,,no information,35024428,26384879,9119513,246963,708725,2.61,1.97,0.68,529,,1340598113,,,,,,,,,,,,,
Africa,2021-06-05,4906711,12553,12240.857,132052,258,278.286,3660.091,9.364,9.131,98.502,0.192,0.208,,,,,,,,no information,35258291,26542637,9195618,233863,656465,2.63,1.98,0.69,490,,1340598113,,,,,,,,,,,,,
Africa,2021-06-06,4919397,12686,13215.143,132300,248,285.143,3669.554,9.463,9.858,98.687,0.185,0.213,,,,,,,,no information,37924897,29016420,9388441,2666606,991294,2.83,2.16,0.7,739,,1340598113,,,,,,,,,,,,,
Africa,2021-06-07,4930955,11558,12927.857,132584,284,278.286,3678.175,8.622,9.643,98.899,0.212,0.208,,,,,,,,no information,38507977,29296195,9691746,583080,784925,2.87,2.19,0.72,586,,1340598113,,,,,,,,,,,,,
Africa,2021-06-08,4943817,12862,13336.429,132996,412,291.429,3687.77,9.594,9.948,99.206,0.307,0.217,,,,,,,,no information,39621288,29831700,10250032,1113311,829920,2.96,2.23,0.76,619,,1340598113,,,,,,,,,,,,,
Africa,2021-06-09,4962319,18502,14020.143,133360,364,299,3701.571,13.801,10.458,99.478,0.272,0.223,,,,,,,,no information,40652703,30430105,10676396,1031415,905563,3.03,2.27,0.8,675,,1340598113,,,,,,,,,,,,,
Africa,2021-06-10,4983768,21449,14995.429,133678,318,308.857,3717.571,16,11.186,99.715,0.237,0.23,,,,,,,,no information,41269728,30686655,11021666,617025,927466,3.08,2.29,0.82,692,,1340598113,,,,,,,,,,,,,
Africa,2021-06-11,5004130,20362,15710.286,134063,385,324.143,3732.759,15.189,11.719,100.002,0.287,0.242,,,,,,,,no information,41636230,30827724,11235253,366502,944543,3.11,2.3,0.84,705,,1340598113,,,,,,,,,,,,,
Africa,2021-06-12,5024662,20532,16850.143,134391,328,334.143,3748.075,15.316,12.569,100.247,0.245,0.249,,,,,,,,no information,41953770,31015937,11360536,317540,956497,3.13,2.31,0.85,713,,1340598113,,,,,,,,,,,,,
Africa,2021-06-13,5041382,16720,17426.429,134662,271,337.429,3760.547,12.472,12.999,100.449,0.202,0.252,,,,,,,,no information,42041756,31074567,11386488,87986,588123,3.14,2.32,0.85,439,,1340598113,,,,,,,,,,,,,
Africa,2021-06-14,5057604,16222,18092.714,135003,341,345.571,3772.647,12.101,13.496,100.704,0.254,0.258,,,,,,,,no information,42910815,31472026,11846853,869059,628977,3.2,2.35,0.88,469,,1340598113,,,,,,,,,,,,,
Africa,2021-06-15,5077344,19740,19075.286,135478,475,354.571,3787.372,14.725,14.229,101.058,0.354,0.264,,,,,,,,no information,43905310,31737639,12564698,994495,612003,3.28,2.37,0.94,457,,1340598113,,,,,,,,,,,,,
Africa,2021-06-16,5103645,26301,20189.429,135893,415,361.857,3806.991,19.619,15.06,101.367,0.31,0.27,,,,,,,,no information,44234342,31858662,12764844,329032,511663,3.3,2.38,0.95,382,,1340598113,,,,,,,,,,,,,
Africa,2021-06-17,5131055,27410,21041,136274,381,370.857,3827.437,20.446,15.695,101.652,0.284,0.277,,,,,,,,no information,44617823,32001277,13004191,383481,478299,3.33,2.39,0.97,357,,1340598113,,,,,,,,,,,,,
Africa,2021-06-18,5154996,23941,21552.286,136665,391,371.714,3845.296,17.858,16.077,101.943,0.292,0.277,,,,,,,,no information,44964918,32113004,13229088,347095,475527,3.35,2.4,0.99,355,,1340598113,,,,,,,,,,,,,
Africa,2021-06-19,5178520,23524,21979.714,137081,416,384.286,3862.843,17.547,16.395,102.254,0.31,0.287,,,,,,,,no information,45098600,32157269,13317254,133682,449261,3.36,2.4,0.99,335,,1340598113,,,,,,,,,,,,,
Africa,2021-06-20,5201576,23056,22884.857,137461,380,399.857,3880.041,17.198,17.071,102.537,0.283,0.298,,,,,,,,no information,45855526,32805292,13423648,756926,544824,3.42,2.45,1,406,,1340598113,,,,,,,,,,,,,
Africa,2021-06-21,5225099,23523,23927.857,137954,493,421.571,3897.588,17.547,17.849,102.905,0.368,0.314,,,,,,,,no information,46559298,33149908,13782804,703772,521212,3.47,2.47,1.03,389,,1340598113,,,,,,,,,,,,,
Africa,2021-06-22,5248147,23048,24400.429,138589,635,444.429,3914.78,17.192,18.201,103.378,0.474,0.332,,,,,,,,no information,46681978,33215616,13833413,122680,396667,3.48,2.48,1.03,296,,1340598113,,,,,,,,,,,,,
Africa,2021-06-23,5281109,32962,25352,139105,516,458.857,3939.368,24.588,18.911,103.763,0.385,0.342,,,,,,,,no information,47143319,33468758,14031192,461341,415568,3.52,2.5,1.05,310,,1340598113,,,,,,,,,,,,,
Africa,2021-06-24,5314808,33699,26250.429,139639,534,480.714,3964.505,25.137,19.581,104.162,0.398,0.359,,,,,,,,no information,48500079,34270815,14579372,1356760,554608,3.62,2.56,1.09,414,,1340598113,,,,,,,,,,,,,
Africa,2021-06-25,5350331,35523,27905,140173,534,501.143,3991.003,26.498,20.815,104.56,0.398,0.374,,,,,,,,no information,48788743,34438702,14700150,288664,546261,3.64,2.57,1.1,407,,1340598113,,,,,,,,,,,,,
Asia,2020-12-15,19321020,107535,104173,315638,1629,1502.714,4164.15,23.176,22.452,68.028,0.351,0.324,,,,,,,,no information,1500000,0,,,,0.03,0,,,,4639847425,,,,,,,,,,,,,
Asia,2020-12-19,19725995,96067,100895.429,321266,1396,1439.286,4251.432,20.705,21.745,69.241,0.301,0.31,,,,,,,,no information,1500060,60,,,15,0.03,0,,0,,4639847425,,,,,,,,,,,,,
Asia,2020-12-20,19813303,87308,99159.857,322720,1454,1453.571,4270.249,18.817,21.371,69.554,0.313,0.313,,,,,,,,no information,1507431,7431,,7371,1486,0.03,0,,0,,4639847425,,,,,,,,,,,,,
Asia,2020-12-21,19892811,79508,97046.571,324165,1445,1450.857,4287.385,17.136,20.916,69.865,0.311,0.313,,,,,,,,no information,1532315,32315,,24884,5386,0.03,0,,1,,4639847425,,,,,,,,,,,,,
Asia,2020-12-22,19982296,89485,94468,325659,1494,1431.571,4306.671,19.286,20.36,70.187,0.322,0.309,,,,,,,,no information,1576928,76928,,44613,10990,0.03,0,,2,,4639847425,,,,,,,,,,,,,
Asia,2020-12-23,20072388,90092,92104.714,327082,1423,1428.429,4326.088,19.417,19.851,70.494,0.307,0.308,,,,,,,,no information,1678725,178725,,101797,25530,0.04,0,,6,,4639847425,,,,,,,,,,,,,
Asia,2020-12-24,20161058,88670,90219.143,328432,1350,1419,4345.198,19.111,19.444,70.785,0.291,0.306,,,,,,,,no information,1763159,263159,,84434,37590,0.04,0.01,,8,,4639847425,,,,,,,,,,,,,
Asia,2020-12-25,20247038,85980,88158.571,329746,1314,1410.857,4363.729,18.531,19,71.068,0.283,0.304,,,,,,,,no information,1802079,302079,,38920,43148,0.04,0.01,,9,,4639847425,,,,,,,,,,,,,
Asia,2020-12-26,20322833,75795,85262.571,330967,1221,1385.857,4380.065,16.336,18.376,71.331,0.263,0.299,,,,,,,,no information,1835665,335665,,33586,47944,0.04,0.01,,10,,4639847425,,,,,,,,,,,,,
Asia,2020-12-27,20394455,71622,83021.714,332296,1329,1368,4395.501,15.436,17.893,71.618,0.286,0.295,,,,,,,,no information,1942091,442091,,106426,62094,0.04,0.01,,13,,4639847425,,,,,,,,,,,,,
Asia,2020-12-28,20464476,70021,81666.429,333601,1305,1348,4410.592,15.091,17.601,71.899,0.281,0.291,,,,,,,,no information,2082511,580011,,140420,78599,0.04,0.01,,17,,4639847425,,,,,,,,,,,,,
Asia,2020-12-29,20546217,81741,80560.143,335040,1439,1340.143,4428.21,17.617,17.363,72.209,0.31,0.289,,,,,,,,no information,2241124,738624,,158613,94885,0.05,0.02,,20,,4639847425,,,,,,,,,,,,,
Asia,2020-12-30,20629762,83545,79624.857,336440,1400,1336.857,4446.216,18.006,17.161,72.511,0.302,0.288,,,,,,,,no information,2396800,894300,,155676,102582,0.05,0.02,,22,,4639847425,,,,,,,,,,,,,
Asia,2020-12-31,20695037,65275,76282.714,337412,972,1282.857,4460.284,14.068,16.441,72.72,0.209,0.276,,,,,,,,no information,5557771,1055271,,3160971,542087,0.12,0.02,,117,,4639847425,,,,,,,,,,,,,
Asia,2021-01-01,20771126,76089,74869.714,338759,1347,1287.571,4476.683,16.399,16.136,73.011,0.29,0.278,,,,,,,,no information,5629712,1127212,,71941,546805,0.12,0.02,,118,,4639847425,,,,,,,,,,,,,
Asia,2021-01-02,20860993,89867,76880,340111,1352,1306.286,4496.052,19.369,16.57,73.302,0.291,0.282,,,,,,,,no information,5702797,1200297,,73085,552447,0.12,0.03,,119,,4639847425,,,,,,,,,,,,,
Asia,2021-01-03,20930526,69533,76581.571,341172,1061,1268,4511.038,14.986,16.505,73.531,0.229,0.273,,,,,,,,no information,5854386,1351886,,151589,558899,0.13,0.03,,120,,4639847425,,,,,,,,,,,,,
Asia,2021-01-04,21003980,73454,77072,342282,1110,1240.143,4526.869,15.831,16.611,73.77,0.239,0.267,,,,,,,,no information,6009048,1506547,1,154662,560934,0.13,0.03,0,121,,4639847425,,,,,,,,,,,,,
Asia,2021-01-05,21086462,82482,77177.857,343508,1226,1209.714,4544.646,17.777,16.634,74.034,0.264,0.261,,,,,,,,no information,6964503,1635701,1,955455,674768,0.15,0.04,0,145,,4639847425,,,,,,,,,,,,,
Asia,2021-01-06,21173939,87477,77739.571,344578,1070,1162.571,4563.499,18.853,16.755,74.265,0.231,0.251,,,,,,,,no information,7211272,1744608,1,246769,687782,0.16,0.04,0,148,,4639847425,,,,,,,,,,,,,
Asia,2021-01-07,21261559,87620,80931.714,345720,1142,1186.857,4582.383,18.884,17.443,74.511,0.246,0.256,,,,,,,,no information,7393167,1865103,5,181895,262199,0.16,0.04,0,57,,4639847425,,,,,,,,,,,,,
Asia,2021-01-08,21328990,67431,79694.857,346673,953,1130.571,4596.916,14.533,17.176,74.716,0.205,0.244,,,,,,,,no information,7519444,1937518,8,126277,269962,0.16,0.04,0,58,,4639847425,,,,,,,,,,,,,
Asia,2021-01-09,21433951,104961,81851.143,347978,1305,1123.857,4619.538,22.622,17.641,74.998,0.281,0.242,,,,,,,,no information,12189098,1987881,30,4669654,926614,0.26,0.04,0,200,,4639847425,,,,,,,,,,,,,
Asia,2021-01-10,21510429,76478,82843.286,348911,933,1105.571,4636.021,16.483,17.855,75.199,0.201,0.238,,,,,,,,no information,12304815,2867963,256014,115717,921490,0.27,0.06,0.01,199,,4639847425,,,,,,,,,,,,,
Asia,2021-01-11,21584805,74376,82975,349908,997,1089.429,4652.051,16.03,17.883,75.414,0.215,0.235,,,,,,,,no information,12434876,2898104,275251,130061,917975,0.27,0.06,0.01,198,,4639847425,,,,,,,,,,,,,
Asia,2021-01-12,21666786,81981,82903.429,351326,1418,1116.857,4669.72,17.669,17.868,75.719,0.306,0.241,,,,,,,,no information,12613159,2932350,310887,178283,806951,0.27,0.06,0.01,174,,4639847425,,,,,,,,,,,,,
Asia,2021-01-13,21753727,86941,82826.857,352652,1326,1153.429,4688.457,18.738,17.851,76.005,0.286,0.249,,,,,,,,no information,13842917,2989952,367702,1229758,947378,0.3,0.06,0.01,204,,4639847425,,,,,,,,,,,,,
Asia,2021-01-14,21840283,86556,82674.857,353823,1171,1157.571,4707.112,18.655,17.818,76.257,0.252,0.249,,,,,,,,no information,14382133,3055912,436456,539216,998424,0.31,0.07,0.01,215,,4639847425,,,,,,,,,,,,,
Asia,2021-01-15,21922871,82588,84840.143,355027,1204,1193.429,4724.912,17.8,18.285,76.517,0.259,0.257,,,,,,,,no information,14923982,3099778,472338,541849,1057791,0.32,0.07,0.01,228,,4639847425,,,,,,,,,,,,,
Asia,2021-01-16,22008604,85733,82093.286,356139,1112,1165.857,4743.39,18.478,17.693,76.757,0.24,0.251,,,,,,,,no information,15480458,3335235,498315,556476,470194,0.33,0.07,0.01,101,,4639847425,,,,,,,,,,,,,
Asia,2021-01-17,22083784,75180,81907.857,357117,978,1172.286,4759.593,16.203,17.653,76.967,0.211,0.253,,,,,,,,no information,15781360,3441013,583443,300902,496649,0.34,0.07,0.01,107,,4639847425,,,,,,,,,,,,,
Asia,2021-01-18,22148336,64552,80504.429,358189,1072,1183,4773.505,13.913,17.351,77.198,0.231,0.255,,,,,,,,no information,16416856,3741550,704966,635496,568854,0.35,0.08,0.02,123,,4639847425,,,,,,,,,,,,,
Asia,2021-01-19,22223088,74752,79471.714,359418,1229,1156,4789.616,16.111,17.128,77.463,0.265,0.249,,,,,,,,no information,17066065,4035676,843777,649209,636129,0.37,0.09,0.02,137,,4639847425,,,,,,,,,,,,,
Asia,2021-01-20,22304822,81734,78727.857,360662,1244,1144.286,4807.232,17.616,16.968,77.731,0.268,0.247,,,,,,,,no information,22616782,4244390,988673,5550717,1253409,0.49,0.09,0.02,270,,4639847425,,,,,,,,,,,,,
Asia,2021-01-21,22381161,76339,77268.286,361911,1249,1155.429,4823.685,16.453,16.653,78.001,0.269,0.249,,,,,,,,no information,23240049,4551018,1152628,623267,1265417,0.5,0.1,0.02,273,,4639847425,,,,,,,,,,,,,
Asia,2021-01-22,22456819,75658,76278.286,362961,1050,1133.429,4839.991,16.306,16.44,78.227,0.226,0.244,,,,,,,,no information,24062529,5121589,1223547,822480,1305507,0.52,0.11,0.03,281,,4639847425,,,,,,,,,,,,,
Asia,2021-01-23,22529999,73180,74485,364009,1048,1124.286,4855.763,15.772,16.053,78.453,0.226,0.242,,,,,,,,no information,24587090,5383045,1278148,524561,1300947,0.53,0.12,0.03,280,,4639847425,,,,,,,,,,,,,
Asia,2021-01-24,22596903,66904,73302.714,364954,945,1119.571,4870.182,14.419,15.799,78.656,0.204,0.241,,,,,,,,no information,24927759,5502527,1420574,340669,1306628,0.54,0.12,0.03,282,,4639847425,,,,,,,,,,,,,
Asia,2021-01-25,22656618,59715,72611.714,366077,1123,1126.857,4883.052,12.87,15.65,78.898,0.242,0.243,,,,,,,,no information,25711920,6004279,1561581,784161,1327866,0.55,0.13,0.03,286,,4639847425,,,,,,,,,,,,,
Asia,2021-01-26,22731833,75215,72677.857,367373,1296,1136.429,4899.263,16.211,15.664,79.178,0.279,0.245,,,,,,,,no information,26254064,6193975,1689243,542144,1312571,0.57,0.13,0.04,283,,4639847425,,,,,,,,,,,,,
Asia,2021-01-27,22811809,79976,72426.714,368643,1270,1140.143,4916.5,17.237,15.61,79.452,0.274,0.246,,,,,,,,no information,34869084,6719086,1814853,8615020,1750329,0.75,0.14,0.04,377,,4639847425,,,,,,,,,,,,,
Asia,2021-01-28,22894721,82912,73365.714,370003,1360,1156,4934.369,17.87,15.812,79.745,0.293,0.249,,,,,,,,no information,36046375,7433134,1950610,1177291,1829475,0.78,0.16,0.04,394,,4639847425,,,,,,,,,,,,,
Asia,2021-01-29,22971518,76797,73528.429,370975,972,1144.857,4950.921,16.552,15.847,79.954,0.209,0.247,,,,,,,,no information,37136011,8083979,2021039,1089636,1867640,0.8,0.17,0.04,403,,4639847425,,,,,,,,,,,,,
Asia,2021-01-30,23045792,74274,73684.714,372249,1274,1177.143,4966.929,16.008,15.881,80.229,0.275,0.254,,,,,,,,no information,37765507,8472867,2073225,629496,1882631,0.81,0.18,0.04,406,,4639847425,,,,,,,,,,,,,
Asia,2021-01-31,23113281,67489,73768.286,373244,995,1184.286,4981.474,14.546,15.899,80.443,0.214,0.255,,,,,,,,no information,39476962,8646003,2134302,1711455,2078458,0.85,0.19,0.05,448,,4639847425,,,,,,,,,,,,,
Asia,2021-02-01,23179148,65867,74647.143,374229,985,1164.571,4995.67,14.196,16.088,80.655,0.212,0.251,,,,,,,,no information,40251255,9116899,2182366,774293,2077048,0.87,0.2,0.05,448,,4639847425,,,,,,,,,,,,,
Asia,2021-02-02,23248435,69287,73800.286,375349,1120,1139.429,5010.603,14.933,15.906,80.897,0.241,0.246,,,,,,,,no information,40880866,9477509,2235856,629611,2089543,0.88,0.2,0.05,450,,4639847425,,,,,,,,,,,,,
Asia,2021-02-03,23324785,76350,73282.286,376350,1001,1101,5027.059,16.455,15.794,81.113,0.216,0.237,,,,,,,,no information,48835189,9920842,2306744,7954323,1995158,1.05,0.21,0.05,430,,4639847425,,,,,,,,,,,,,
Asia,2021-02-04,23397642,72857,71845.857,377441,1091,1062.571,5042.761,15.702,15.485,81.348,0.235,0.229,,,,,,,,no information,49923218,10612850,2389595,1088029,1982406,1.08,0.23,0.05,427,,4639847425,,,,,,,,,,,,,
Asia,2021-02-05,23466403,68761,70697.857,378354,913,1054.143,5057.581,14.82,15.237,81.544,0.197,0.227,,,,,,,,no information,51116872,11538212,2442422,1193654,1997266,1.1,0.25,0.05,430,,4639847425,,,,,,,,,,,,,
Asia,2021-02-06,23536103,69700,70044.429,379222,868,996.143,5072.603,15.022,15.096,81.732,0.187,0.215,,,,,,,,no information,51874235,12024845,2481043,757363,2015533,1.12,0.26,0.05,434,,4639847425,,,,,,,,,,,,,
Asia,2021-02-07,23602159,66056,69839.714,380045,823,971.571,5086.839,14.237,15.052,81.909,0.177,0.209,,,,,,,,no information,52199320,12167027,2551509,325085,1817480,1.13,0.26,0.05,392,,4639847425,,,,,,,,,,,,,
Asia,2021-02-08,23661587,59428,68919.857,380937,892,958.286,5099.648,12.808,14.854,82.101,0.192,0.207,,,,,,,,no information,52996812,12723401,2648849,797492,1820794,1.14,0.27,0.06,392,,4639847425,,,,,,,,,,,,,
Asia,2021-02-09,23729592,68005,68736.714,381879,942,932.857,5114.304,14.657,14.814,82.304,0.203,0.201,,,,,,,,no information,63229307,13347669,2766304,10232495,3192634,1.36,0.29,0.06,688,,4639847425,,,,,,,,,,,,,
Asia,2021-02-10,23800645,71053,67980,382853,974,929,5129.618,15.314,14.651,82.514,0.21,0.2,,,,,,,,no information,64452345,14223851,2896047,1223038,2231022,1.39,0.31,0.06,481,,4639847425,,,,,,,,,,,,,
Asia,2021-02-11,23865633,64988,66855.857,383700,847,894.143,5143.625,14.006,14.409,82.697,0.183,0.193,,,,,,,,no information,65387571,14867963,3033926,935226,2209193,1.41,0.32,0.07,476,,4639847425,,,,,,,,,,,,,
Asia,2021-02-12,23932428,66795,66575,384584,884,890,5158.02,14.396,14.349,82.887,0.191,0.192,,,,,,,,no information,66600435,18451045,3407867,1212864,2211938,1.44,0.4,0.07,477,,4639847425,,,,,,,,,,,,,
Asia,2021-02-13,23995483,63055,65625.714,385441,857,888.429,5171.61,13.59,14.144,83.072,0.185,0.191,,,,,,,,no information,67679958,19206091,3636120,1079523,2257960,1.46,0.41,0.08,487,,4639847425,,,,,,,,,,,,,
Asia,2021-02-14,24054158,58675,64571.286,386184,743,877,5184.256,12.646,13.917,83.232,0.16,0.189,,,,,,,,no information,68186439,19558066,3747126,506481,2283874,1.47,0.42,0.08,492,,4639847425,,,,,,,,,,,,,
Asia,2021-02-15,24113526,59368,64562.714,386885,701,849.714,5197.051,12.795,13.915,83.383,0.151,0.183,,,,,,,,no information,69679961,20694127,4093050,1493522,2383307,1.5,0.45,0.09,514,,4639847425,,,,,,,,,,,,,
Asia,2021-02-16,24182275,68749,64669,387808,923,847,5211.869,14.817,13.938,83.582,0.199,0.183,,,,,,,,no information,71070933,21643458,4422859,1390972,1120232,1.53,0.47,0.1,241,,4639847425,,,,,,,,,,,,,
Asia,2021-02-17,24251765,69490,64445.714,388673,865,831.429,5226.845,14.977,13.89,83.768,0.186,0.179,,,,,,,,no information,72630495,22817661,4784158,1559562,1168307,1.57,0.49,0.1,252,,4639847425,,,,,,,,,,,,,
Asia,2021-02-18,24318484,66719,64693,389559,886,837,5241.225,14.38,13.943,83.959,0.191,0.18,,,,,,,,no information,74737522,24293776,5237915,2107027,1335707,1.61,0.52,0.11,288,,4639847425,,,,,,,,,,,,,
